block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
4200.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,4200,"1,0,0,2,3,0,0,0,0",4200.0,,7209,0.0,to_hand,poldrack-single-stim,s497
1550.0,UA_with_intermeidate,,"1,0,0,2,3,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71,82",0.0,,1550,"1,0,0,2,3,0,0,0,0",1550.0,,8760,0.0,to_board,poldrack-single-stim,s497
2234.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71",0.0,,2234,"1,0,0,2,3,0,0,0,0",2234.0,,10998,0.0,to_hand,poldrack-single-stim,s497
512.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",0.0,,512,"1,0,0,2,3,0,0,0,0",512.0,,11511,0.0,to_board,poldrack-single-stim,s497
892.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",0.0,,892,"1,0,0,2,3,0,0,0,0",892.0,,12404,0.0,to_hand,poldrack-single-stim,s497
1048.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,1048,"1,0,0,2,3,0,0,0,0",1048.0,,13454,0.0,to_board,poldrack-single-stim,s497
1496.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,4.0,"89,82",0.0,,1496,"1,0,0,2,3,0,0,0,0",1496.0,,14952,0.0,to_hand,poldrack-single-stim,s497
1502.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",0.0,,1502,"1,0,0,2,3,0,0,0,0",1502.0,,16455,0.0,to_board,poldrack-single-stim,s497
2500.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,4.0,none,0.0,16454.0,-1,,1000.0,,18959,0.0,feedback,poldrack-single-stim,s497
4113.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71",1.0,,4113,"1,2,0,3,0,0,0,0,0",4113.0,,23074,0.0,to_hand,poldrack-single-stim,s497
2556.0,UA_with_intermeidate,,"1,2,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71,82",1.0,,2556,"1,2,0,3,0,0,0,0,0",2556.0,,25632,0.0,to_board,poldrack-single-stim,s497
1111.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71",1.0,,1111,"1,2,0,3,0,0,0,0,0",1111.0,,26745,0.0,to_hand,poldrack-single-stim,s497
990.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",1.0,,990,"1,2,0,3,0,0,0,0,0",990.0,,27736,0.0,to_board,poldrack-single-stim,s497
