block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
3521.0,,practice,discount_fixed,71,,,"89,71",3521,,3521.0,,-41094,1000.0,stim,poldrack-single-stim,s358
4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",1720,20.0,4000.0,,7644,0.0,,poldrack-single-stim,s358
4568.0,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",1645,20.0,4000.0,,12214,0.0,,poldrack-single-stim,s358
4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1737,20.0,4000.0,,16783,0.0,,poldrack-single-stim,s358
4908.0,smaller_sooner,,discount_fixed,71,66.0,145.0,"89,71",1787,20.0,4000.0,,21693,0.0,,poldrack-single-stim,s358
4840.0,smaller_sooner,,discount_fixed,71,30.0,23.0,"89,71",2426,20.0,4000.0,,26535,0.0,,poldrack-single-stim,s358
5248.0,larger_later,,discount_fixed,89,32.0,57.0,"89,71",2735,20.0,4000.0,,31785,0.0,,poldrack-single-stim,s358
4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",1565,20.0,4000.0,,36559,0.0,,poldrack-single-stim,s358
5996.0,smaller_sooner,,discount_fixed,71,43.0,120.0,"89,71",2769,20.0,4000.0,,42557,0.0,,poldrack-single-stim,s358
5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",1596,20.0,4000.0,,48148,0.0,,poldrack-single-stim,s358
4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",1261,20.0,4000.0,,52719,0.0,,poldrack-single-stim,s358
5112.0,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",1920,20.0,4000.0,,57833,0.0,,poldrack-single-stim,s358
5656.0,smaller_sooner,,discount_fixed,71,82.0,74.0,"89,71",1956,20.0,4000.0,,63491,0.0,,poldrack-single-stim,s358
4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",1809,20.0,4000.0,,68062,0.0,,poldrack-single-stim,s358
4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1841,20.0,4000.0,,72836,0.0,,poldrack-single-stim,s358
5044.0,smaller_sooner,,discount_fixed,71,41.0,55.0,"89,71",2700,20.0,4000.0,,77882,0.0,,poldrack-single-stim,s358
4840.0,smaller_sooner,,discount_fixed,71,77.0,142.0,"89,71",1624,20.0,4000.0,,82724,0.0,,poldrack-single-stim,s358
5180.0,smaller_sooner,,discount_fixed,71,25.0,108.0,"89,71",1277,20.0,4000.0,,87906,0.0,,poldrack-single-stim,s358
5044.0,smaller_sooner,,discount_fixed,71,33.0,163.0,"89,71",2107,20.0,4000.0,,92952,0.0,,poldrack-single-stim,s358
4976.0,smaller_sooner,,discount_fixed,71,29.0,75.0,"89,71",1335,20.0,4000.0,,97930,0.0,,poldrack-single-stim,s358
4976.0,smaller_sooner,,discount_fixed,71,45.0,157.0,"89,71",1455,20.0,4000.0,,102908,0.0,,poldrack-single-stim,s358
