"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","condition","stop_response","exp_id"
"4582","13","text","0","4585","0.0-0.0","s599","","","","","","","","","","","","","","","","","","","",""
"1454","71","poldrack-text","1","7043","0.0-1.0","s599","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1454","500","fmri_response_test","","","","","","","","","","","","","","","",""
"1216","89","poldrack-text","2","8760","0.0-2.0","s599","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1216","500","fmri_response_test","","","","","","","","","","","","","","","",""
"7493","","survey-text","3","16761","0.0-3.0","s599","","","","task_setup","{""Q0"":""350""}","","","","","","","","","","","","","","",""
"42206","32","poldrack-single-stim","4","60002","0.0-4.0","s599","","42206","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/motor_selective_stop_signal/images/rhombus.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star if your response was going to be your middle finger!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","42206","","","","","","","","","","","",""
"671","71","poldrack-categorize","5","62362","0.0-5.0-0.0-0.0","s599","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","true","71","500","practice","0","","","","","","",""
"573","71","poldrack-categorize","6","64974","0.0-5.0-0.0-1.0","s599","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","1","","","","","","",""
"392","89","poldrack-categorize","7","67578","0.0-5.0-0.0-2.0","s599","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/Lshape.png></img></div>","71,89","850","true","89","500","practice","2","","","","","","",""
"443","89","poldrack-categorize","8","70186","0.0-5.0-0.0-3.0","s599","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/triangle.png></img></div>","71,89","850","false","71","500","practice","3","","","","","","",""
"526","71","poldrack-categorize","9","72794","0.0-5.0-0.0-4.0","s599","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/motor_selective_stop_signal/images/circle.png></img></div>","71,89","850","true","71","500","practice","4","","","","","","",""
