"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2490","13","text","0","2493","0.0-0.0","s616","","","","","","","","","","","","","","","",""
"8695","89","poldrack-text","1","12191","0.0-1.0","s616","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","8695","500","fmri_response_test","","","","","","","","","","","",""
"873","71","poldrack-text","2","13568","0.0-2.0","s616","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","873","500","fmri_response_test","","","","","","","","","","","",""
"785","82","poldrack-text","3","14856","0.0-3.0","s616","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","785","500","fmri_response_test","","","","","","","","","","","",""
"25709","32","poldrack-single-stim","4","41070","0.0-4.0","s616","","25709","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","25709","","","","","","","","",""
"597","71","poldrack-categorize","5","43583","0.0-5.0-0.0-0.0","s616","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","43836","0.0-5.0-1.0","s616","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"666","89","poldrack-categorize","7","45845","0.0-5.0-2.0-0.0","s616","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","2","practice",""
"-1","-1","poldrack-single-stim","8","46096","0.0-5.0-3.0","s616","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"554","71","poldrack-categorize","9","48106","0.0-5.0-4.0-0.0","s616","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","3","practice",""
"-1","-1","poldrack-single-stim","10","48359","0.0-5.0-5.0","s616","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
